Operation Name,Operation Type,Address,City,Postal Code,Total Floor Area,Unit1,Average Hours Per Week,Annual Flow,Electricity,Unit2,Natural Gas,Unit3,Fuel Oil 1 & 2,Unit4,Fuel Oil 4 & 6,Unit5,Propane,Unit6,Coal,Unit7,Wood,Unit8,District Heat,Unit9,Renewable1,Emission Factor1,District Cool,Unit10,Renewable2,Emission Factor2,GHG Emissions (Kg),Energy Intensity (ekWh/sqft),Energy Intensity (ekWh/Mega Litres),Notes,full_address,geocode,lat,lng
GROSVENOR LODGE,Cultural facilities,1017 WESTERN RD,London,N6G 1G5,"9,220.00",Square feet,70,,"5,642.71",kWh,"12,498.16",Cubic meter,,,,,,,,,,,,,,,,,,,"24,080.77555",15.018479999999998,,,"1017 WESTERN RD, London Ontario","{""lat"": 42.9962746941887, ""lng"": -81.2741523885326, ""boundingbox"": [""42.996224694189"", ""42.996324694189"", ""-81.274202388533"", ""-81.274102388533""]}",42.9962746941887,-81.2741523885326
HAMILTON RD SENIORS CENTRE,Community centres,898 TRAFALGAR ST,London,N5Z 1G2,"8,622.00",Square feet,126,,"94,067.16",kWh,"12,644.80",Cubic meter,,,,,,,,,,,,,,,,,,,"31,431.97309",26.49655,,,"898 TRAFALGAR ST, London Ontario","{""lat"": 42.9796469, ""lng"": -81.2152746, ""boundingbox"": [""42.9795969"", ""42.9796969"", ""-81.2153246"", ""-81.2152246""]}",42.9796469,-81.2152746
HAZELDON PUMP STN,Facilities related to the pumping of sewage,32 1/2 HAMPTON CRES,London,N6H 2N8,0.00,Square feet,168,68.0,"12,293.02",kWh,,,,,,,,,,,,,,,,,,,,,983.44160,,180.77971,,"32 1/2 HAMPTON CRES, London Ontario","{""lat"": 42.9600916007257, ""lng"": -81.3149235909015, ""boundingbox"": [""42.960041600726"", ""42.960141600726"", ""-81.314973590902"", ""-81.314873590901""]}",42.9600916007257,-81.3149235909015
HUNT CLUB PUMP STN,Facilities related to the pumping of sewage,104 FITZWILLIAM BLVD,London,N6H 5H4,625.00,Square feet,168,876.0,"88,932.41",kWh,,,,,,,,,,,,,,,,,,,,,"7,114.59280",142.29186,101.52102,,"104 FITZWILLIAM BLVD, London Ontario","{""lat"": 42.9797292815753, ""lng"": -81.3315213401691, ""boundingbox"": [""42.979679281575"", ""42.979779281575"", ""-81.331571340169"", ""-81.331471340169""]}",42.9797292815753,-81.3315213401691
HURON PUMP STN,Facilities related to the pumping of sewage,1099 WILLIAM ST,London,N5Y 2V4,256.00,Square feet,168,170.0,"30,559.78",kWh,,,,,,,,,,,,,,,,,,,,,"2,444.78240",119.37414,179.76341,,"1099 WILLIAM ST, London Ontario","{""lat"": 43.0074384, ""lng"": -81.2440964, ""boundingbox"": [""43.0053774"", ""43.0094744"", ""-81.2451669"", ""-81.2430379""]}",43.0074384,-81.2440964
HYDE PARK PUMP STN,Facilities related to the pumping of water,1439 STAFFORDSHIRE RD,London,N6H 5P8,"1,313.00",Square feet,168,2583.38,"253,062.59",kWh,7.78,Cubic meter,,,,,,,,,,,,,,,,,,,"20,259.71628",192.79914,97.98995,Pumping Station Metered,"1439 STAFFORDSHIRE RD, London Ontario","{""lat"": 42.9852958, ""lng"": -81.3316486, ""boundingbox"": [""42.983784"", ""42.9870412"", ""-81.3323491"", ""-81.3282862""]}",42.9852958,-81.3316486
HYDE PARK WELL,Facilities related to the pumping of water,500 HYDE PARK RD,London,N6H 4Z9,70.00,Square feet,168,0.57,"15,613.50",kWh,,,,,,,,,,,,,,,,,,,,,"1,249.08000",223.05,"27,392.10526","1 Well, 1 Pump that is metered","500 HYDE PARK RD, London Ontario","{""lat"": 42.9689023, ""lng"": -81.3171159, ""boundingbox"": [""42.9688523"", ""42.9689523"", ""-81.3171659"", ""-81.3170659""]}",42.9689023,-81.3171159
J ALLAN TAYLOR BLDG,"Administrative offices and related facilities, including municipal council chambers",267 DUNDAS ST,London,N6A 1H2,"26,110.00",Square feet,70,,"297,281.06",kWh,"15,807.21",Cubic meter,,,,,,,,,,,"1,491.35000",Giga Joule - steam or hot water,No,,"1,856.18000",Giga Joule - chilled water,No,,"162,918.50926",39.66986,,,"267 DUNDAS ST, London Ontario","{""lat"": 42.98471, ""lng"": -81.2454562, ""boundingbox"": [""42.98466"", ""42.98476"", ""-81.2455062"", ""-81.2454062""]}",42.98471,-81.2454562
KINSMEN ARENA SPLASH PAD,Indoor ice rinks,20 GRANVILLE ST,London,N6H 1J3,"56,520.00",Square feet,126,,"1,142,520.83",kWh,"138,943.60",Cubic meter,,,,,,,,,,,,,,,,,,,"354,092.18804",46.34081,,,"20 GRANVILLE ST, London Ontario","{""lat"": 42.9875432, ""lng"": -81.2646583, ""boundingbox"": [""42.9874932"", ""42.9875932"", ""-81.2647083"", ""-81.2646083""]}",42.9875432,-81.2646583
KIWANIS SENIOR CENTRE,Community centres,78 RIVERSIDE DR,London,N6H 1B4,"17,200.00",Square feet,126,,"261,807.15",kWh,"25,622.16",Cubic meter,,,,,,,,,,,,,,,,,,,"69,386.51949",31.05313,,,"78 RIVERSIDE DR, London Ontario","{""lat"": 42.9827141569511, ""lng"": -81.2612008102205, ""boundingbox"": [""42.982664156951"", ""42.982764156951"", ""-81.261250810221"", ""-81.26115081022""]}",42.9827141569511,-81.2612008102205
LAMBETH ARENA,Indoor ice rinks,7112 BEATTIE ST,London,N6P 1A2,"38,519.00",Square feet,126,,"692,115.24",kWh,,,,,,,,,,,,,,,,,,,,,"55,369.21920",17.96815,,,"7112 BEATTIE ST, London Ontario","{""lat"": 42.9097001068087, ""lng"": -81.3045035745406, ""boundingbox"": [""42.909650106809"", ""42.909750106809"", ""-81.304553574541"", ""-81.304453574541""]}",42.9097001068087,-81.3045035745406
LAMBETH CC,Community centres,7109 WESTMINSTER DR,London,N6P 1N4,"17,600.00",Square feet,126,,934.64,kWh,"71,542.24",Cubic meter,,,,,,,,,,,,,,,,,,,"135,334.46178",43.25396,,,"7109 WESTMINSTER DR, London Ontario","{""lat"": 42.8982734, ""lng"": -81.2387878, ""boundingbox"": [""42.8978019"", ""42.8982734"", ""-81.2387878"", ""-81.2377166""]}",42.8982734,-81.2387878
MANOR PARK PUMP STN,Facilities related to the pumping of sewage,80 TECUMSEH AVE W,London,N6C 1S1,0.00,Square feet,168,7.0,"2,108.85",kWh,,,,,,,,,,,,,,,,,,,,,168.70800,,301.26429,,"80 TECUMSEH AVE W, London Ontario","{""lat"": 42.9695035, ""lng"": -81.2439573, ""boundingbox"": [""42.9692357"", ""42.9697198"", ""-81.2472182"", ""-81.2413206""]}",42.9695035,-81.2439573
MCMANUS BOATHOUSE,"Storage facilities where equipment or vehicles are maintained, repaired or stored",199 WONDERLAND RD S,London,N6K 3T3,"6,127.00",Square feet,60,,"26,734.49",kWh,"8,296.19",Cubic meter,,,,,,,,,,,,,,,,,,,"17,823.76001",18.7538,,,"199 WONDERLAND RD S, London Ontario","{""lat"": 42.9702105, ""lng"": -81.2925583, ""boundingbox"": [""42.9701605"", ""42.9702605"", ""-81.2926083"", ""-81.2925083""]}",42.9702105,-81.2925583
MEDWAY ARENA,Indoor ice rinks,119 SHERWOOD FOREST SQ,London,N6G 2C3,"25,022.00",Square feet,126,,"469,903.91",kWh,"40,867.72",Cubic meter,,,,,,,,,,,,,,,,,,,"114,857.92766",36.13768,,,"119 SHERWOOD FOREST SQ, London Ontario","{""lat"": 43.0033943333333, ""lng"": -81.304071, ""boundingbox"": [""43.003344333333"", ""43.003444333333"", ""-81.304121"", ""-81.304021""]}",43.0033943333333,-81.304071
MEDWAY PUMP STN,Facilities related to the pumping of sewage,1424 CORLEY DR,London,N6G 2K4,0.00,Square feet,168,4851.0,"904,959.08",kWh,,,,,,,,,,,,,,,,,,,,,"72,396.72640",,186.55104,,"1424 CORLEY DR, London Ontario","{""lat"": 43.0104902633193, ""lng"": -81.2827210857311, ""boundingbox"": [""43.010440263319"", ""43.010540263319"", ""-81.282771085731"", ""-81.282671085731""]}",43.0104902633193,-81.2827210857311
NICHOLS ARENA,Indoor ice rinks,799 HOMEVIEW RD,London,N6C 5S6,"75,560.00",Square feet,126,,"2,134,402.72",kWh,"143,038.63",Cubic meter,,,,,,,,,,,,,,,,,,,"441,184.91352",48.36667,,,"799 HOMEVIEW RD, London Ontario","{""lat"": 42.9428687, ""lng"": -81.2524955, ""boundingbox"": [""42.9428187"", ""42.9429187"", ""-81.2525455"", ""-81.2524455""]}",42.9428687,-81.2524955
NORTH LONDON OCC,Community centres,1345 CHEAPSIDE ST,London,N5V 3N9,"55,200.00",Square feet,126,,"752,445.80",kWh,"57,113.81",Cubic meter,,,,,,,,,,,,,,,,,,,"168,176.57526",24.62751,,,"1345 CHEAPSIDE ST, London Ontario","{""lat"": 43.015113, ""lng"": -81.208542, ""boundingbox"": [""43.015063"", ""43.015163"", ""-81.208592"", ""-81.208492""]}",43.015113,-81.208542
NORTHRIDGE PUMP STN,Facilities related to the pumping of sewage,19 1/2 BENSON CRES,London,N5X 2B1,300.00,Square feet,168,261.0,"35,740.33",kWh,,,,,,,,,,,,,,,,,,,,,"2,859.22640",119.13443,136.93613,,"19 1/2 BENSON CRES, London Ontario","{""lat"": 43.0374822339056, ""lng"": -81.2296749004293, ""boundingbox"": [""43.037432233906"", ""43.037532233906"", ""-81.229724900429"", ""-81.229624900429""]}",43.0374822339056,-81.2296749004293
NS SUN-DALE E/O RICHMOND(CH1&1A),Facilities related to the pumping of water,221 SUNNINGDALE RD E,London,N5X 0A6,"1,350.00",Square feet,168,656.1,"104,926.89",kWh,,,,,,,,,,,,,,,,,,,,,"8,394.15120",77.72362,159.92515,Uplands Pumping Station - Water Pumping Station - metered,"221 SUNNINGDALE RD E, London Ontario",,,
OAKRIDGE ARENA-SPL PAD-POOL,Indoor ice rinks,825 VALETTA ST,London,N6H 2Z2,"29,989.00",Square feet,126,,"387,047.22",kWh,"66,347.06",Cubic meter,,,,,,,,,,,,,,,,,,,"156,401.32061",36.41899,,,"825 VALETTA ST, London Ontario","{""lat"": 42.9753397401807, ""lng"": -81.3055440723341, ""boundingbox"": [""42.975289740181"", ""42.975389740181"", ""-81.305594072334"", ""-81.305494072334""]}",42.9753397401807,-81.3055440723341
OXFORD OPS CTRE,"Administrative offices and related facilities, including municipal council chambers",1420 OXFORD ST W,London,N6H 1W2,"2,700.00",Square feet,80,,"15,141.84",kWh,"7,781.96",Cubic meter,,,,,,,,,,,,,,,,,,,"15,924.13089",36.23955,,Administration Area,"1420 OXFORD ST W, London Ontario","{""lat"": 42.9632143, ""lng"": -81.3690278, ""boundingbox"": [""42.9632143"", ""42.963339"", ""-81.3690278"", ""-81.3683784""]}",42.9632143,-81.3690278
OXFORD OPS CTRE,"Storage facilities where equipment or vehicles are maintained, repaired or stored",1420 OXFORD ST W,London,N6H 1W2,"4,065.00",Square feet,80,,"22,796.88",kWh,"11,716.18",Cubic meter,,,,,,,,,,,,,,,,,,,"23,974.67664",36.23956,,Garage Area,"1420 OXFORD ST W, London Ontario","{""lat"": 42.9632143, ""lng"": -81.3690278, ""boundingbox"": [""42.9632143"", ""42.963339"", ""-81.3690278"", ""-81.3683784""]}",42.9632143,-81.3690278
OXFORD PCP,Facilities related to the treatment of sewage,1570 OXFORD ST W,London,N6H 1W2,0.00,Square feet,168,3735.0,"3,066,861.64",kWh,,,,,,,,,,,,,,,,,,,,,"245,348.93120",,821.11423,,"1570 OXFORD ST W, London Ontario","{""lat"": 42.971562, ""lng"": -81.3345411, ""boundingbox"": [""42.971512"", ""42.971612"", ""-81.3345911"", ""-81.3344911""]}",42.971562,-81.3345411
PAARDEBURG PUMP STN,Facilities related to the pumping of sewage,31 1/2 PAARDEBURG CRES,London,N5Y 1B9,100.00,Square feet,168,88.0,"15,446.96",kWh,,,,,,,,,,,,,,,,,,,,,"1,235.75680",154.4696,175.53364,,"31 1/2 PAARDEBURG CRES, London Ontario","{""lat"": 43.0096572, ""lng"": -81.210976, ""boundingbox"": [""43.0085621"", ""43.010092"", ""-81.2122147"", ""-81.2105727""]}",43.0096572,-81.210976
PITCARNIE PUMP STN,Facilities related to the pumping of sewage,58 PITCARNIE CRES - LAWSON ESTAT,London,N6G 4N3,100.00,Square feet,168,13.0,"3,295.50",kWh,,,,,,,,,,,,,,,,,,,,,263.64000,32.955,253.50000,,"58 PITCARNIE CRES - LAWSON ESTAT, London Ontario",,,
POND MILLS PUMP STN,Facilities related to the pumping of water,1121 OMMISSIONERS RD E,London,N5Z 4L9,"1,020.00",Square feet,168,7579.356,"377,983.08",kWh,,,,,,,,,,,,,,,,,,,,,"30,238.64640",370.57165,49.87008,Water Pumping Station - Metered,"1121 OMMISSIONERS RD E, London Ontario",,,
POTTERSBURG PCP,Facilities related to the treatment of sewage,1139 HAMILTON RD,London,N5W 1B1,"11,930.00",Square feet,168,10656.0,"3,985,039.86",kWh,"65,954.15",Cubic meter,,,,,,,,,,,,,,,,,,,"443,497.88555",392.7901,439.75093,,"1139 HAMILTON RD, London Ontario","{""lat"": 42.96536, ""lng"": -81.1441235, ""boundingbox"": [""42.9639102"", ""42.9683807"", ""-81.1499604"", ""-81.1406169""]}",42.96536,-81.1441235
PROVINCIAL OFFENCE ACT OFFICES,"Administrative offices and related facilities, including municipal council chambers",824 DUNDAS ST,London,N5W 5R1,"22,690.00",Square feet,70,,"389,525.59",kWh,"28,723.54",Cubic meter,,,,,,,,,,,,,,,,,,,"85,467.54746",30.62111,,,"824 DUNDAS ST, London Ontario","{""lat"": 42.9911735352941, ""lng"": -81.2240402705882, ""boundingbox"": [""42.991123535294"", ""42.991223535294"", ""-81.224090270588"", ""-81.223990270588""]}",42.9911735352941,-81.2240402705882
RIVER BEND PUMP STN,Facilities related to the pumping of sewage,2120 KAINS RD,London,N6K 0C1,"3,800.00",Square feet,168,246.0,"237,575.02",kWh,,,,,,,,,,,,,,,,,,,,,"19,006.00160",62.51974000000001,965.75211,,"2120 KAINS RD, London Ontario","{""lat"": 42.9694926, ""lng"": -81.3702385, ""boundingbox"": [""42.9686776"", ""42.9702685"", ""-81.3708518"", ""-81.3695281""]}",42.9694926,-81.3702385
ROSE GARDEN - OFFICE/STORAGE,"Storage facilities where equipment or vehicles are maintained, repaired or stored",645 SPRINGBANK DR (605),London,N6K 4T1,"6,240.00",Square feet,70,,"53,252.43",kWh,"8,143.25",Cubic meter,,,,,,,,,,,,,,,,,,,"19,656.04272",22.40338,,,"645 SPRINGBANK DR (605), London Ontario","{""lat"": 42.9619785428571, ""lng"": -81.2967508821429, ""boundingbox"": [""42.961928542857"", ""42.962028542857"", ""-81.296800882143"", ""-81.296700882143""]}",42.9619785428571,-81.2967508821429
SANDFORD PUMP STN,Facilities related to the pumping of sewage,1251 SANDFORD ST,London,N5V 3Y1,100.00,Square feet,168,187.0,"31,653.74",kWh,,,,,,,,,,,,,,,,,,,,,"2,532.29920",316.5374,169.27134,,"1251 SANDFORD ST, London Ontario","{""lat"": 43.023127, ""lng"": -81.204989, ""boundingbox"": [""43.023077"", ""43.023177"", ""-81.205039"", ""-81.204939""]}",43.023127,-81.204989
SILVERWOOD ARENA,Indoor ice rinks,50 SYCAMORE ST,London,N5Z 1K8,"25,032.00",Square feet,126,,"328,508.03",kWh,"22,655.70",Cubic meter,,,,,,,,,,,,,,,,,,,"69,114.12052",22.7424,,,"50 SYCAMORE ST, London Ontario","{""lat"": 42.98324692, ""lng"": -81.20611992, ""boundingbox"": [""42.98319692"", ""42.98329692"", ""-81.20616992"", ""-81.20606992""]}",42.98324692,-81.20611992
SOUTH LONDON CC,Community centres,1119 JALNA BLVD,London,N6E 3B3,"29,460.00",Square feet,126,,"160,048.78",kWh,"31,501.17",Cubic meter,,,,,,,,,,,,,,,,,,,"72,360.86493",16.796879999999998,,,"1119 JALNA BLVD, London Ontario","{""lat"": 42.9306748, ""lng"": -81.2273092, ""boundingbox"": [""42.9306248"", ""42.9307248"", ""-81.2273592"", ""-81.2272592""]}",42.9306748,-81.2273092
SOUTHLAND POLLUTION PLANT,Facilities related to the pumping of sewage,100 DENNIS AVE,London,N6P 1B5,640.00,Square feet,168,112619.0,"178,863.88",kWh,,,,,,,,,,,,,,,,,,,,,"14,309.11040",279.47481,1.58822,,"100 DENNIS AVE, London Ontario","{""lat"": 42.9076268, ""lng"": -81.2898129, ""boundingbox"": [""42.90635"", ""42.9082446"", ""-81.2948354"", ""-81.2872188""]}",42.9076268,-81.2898129
SOUTHWINDS PUMP STN,Facilities related to the pumping of sewage,3938 WEST GRAHAM PL,London,N6P 1G3,430.00,Square feet,168,101.0,"124,779.96",kWh,,,,,,,,,,,,,,,,,,,,,"9,982.39680",290.18595,"1,235.44515",,"3938 WEST GRAHAM PL, London Ontario","{""lat"": 42.9162442664427, ""lng"": -81.3204768112991, ""boundingbox"": [""42.916194266443"", ""42.916294266443"", ""-81.320526811299"", ""-81.320426811299""]}",42.9162442664427,-81.3204768112991
SPRINGBANK GARDENS COM CTRE,Community centres,205 WONDERLAND RD S,London,N6K 3T3,"2,420.00",Square feet,126,,"22,335.64",kWh,"4,890.91",Cubic meter,,,,,,,,,,,,,,,,,,,"11,033.73770",30.70874,,,"205 WONDERLAND RD S, London Ontario","{""lat"": 42.9613026, ""lng"": -81.2933324, ""boundingbox"": [""42.9591668"", ""42.9635958"", ""-81.29361"", ""-81.2929561""]}",42.9613026,-81.2933324
SPRINGBANK PARK-FLINT COTTAGE,Community centres,1097 COMMISSIONERS RD W,London,N6K 1C5,"1,173.00",Square feet,70,,"3,594.23",kWh,"2,179.82",Cubic meter,,,,,,,,,,,,,,,,,,,"4,408.76495",22.81404,,,"1097 COMMISSIONERS RD W, London Ontario","{""lat"": 42.9568748571429, ""lng"": -81.3221416857143, ""boundingbox"": [""42.956824857143"", ""42.956924857143"", ""-81.322191685714"", ""-81.322091685714""]}",42.9568748571429,-81.3221416857143
SPRINGBANK RES #3,Facilities related to the pumping of water,844 COMMISSIONERS RD W,London,N6K 1C2,"1,785.00",Square feet,168,4471.8,"739,955.00",kWh,,,,,,,,,,,,,,,,,,,,,"59,196.40000",414.54062000000016,165.47140,Pumping Station Metered,"844 COMMISSIONERS RD W, London Ontario","{""lat"": 42.9531075043478, ""lng"": -81.3094974652174, ""boundingbox"": [""42.953057504348"", ""42.953157504348"", ""-81.309547465217"", ""-81.309447465217""]}",42.9531075043478,-81.3094974652174
STORAGE BUILDING,"Storage facilities where equipment or vehicles are maintained, repaired or stored",1220 ADELAIDE ST N,London,N5Y 2N4,"2,440.00",Square feet,70,,"8,748.75",kWh,,,,,,,,,,,,,,,,,,,,,699.90000,3.58555,,,"1220 ADELAIDE ST N, London Ontario","{""lat"": 43.0114376, ""lng"": -81.2427961, ""boundingbox"": [""43.0110358"", ""43.0115278"", ""-81.2428645"", ""-81.2425302""]}",43.0114376,-81.2427961
STRONACH ARENA & POOL,Indoor recreational facilities ,1221 SANDFORD ST,London,N5V 2J8,"76,692.00",Square feet,126,,"1,842,061.76",kWh,"121,711.54",Cubic meter,,,,,,,,,,,,,,,,,,,"377,476.06454",40.88542,,,"1221 SANDFORD ST, London Ontario","{""lat"": 43.020539, ""lng"": -81.203634, ""boundingbox"": [""43.020489"", ""43.020589"", ""-81.203684"", ""-81.203584""]}",43.020539,-81.203634
SUMMERCREST PUMP STN,Facilities related to the pumping of sewage,135 OPTIMIST PARK DR,London,N6K 4M1,625.00,Square feet,168,138.0,"37,511.96",kWh,,,,,,,,,,,,,,,,,,,,,"3,000.95680",60.01914,271.82580,,"135 OPTIMIST PARK DR, London Ontario","{""lat"": 42.9386549979543, ""lng"": -81.3360206596018, ""boundingbox"": [""42.938604997954"", ""42.938704997954"", ""-81.336070659602"", ""-81.335970659602""]}",42.9386549979543,-81.3360206596018
SUNNINGHILL PUMP STN,Facilities related to the pumping of sewage,18 MACKELLAR AVE,London,N6H 3L9,0.00,Square feet,168,168.0,"35,236.54",kWh,,,,,,,,,,,,,,,,,,,,,"2,818.92320",,209.74131,,"18 MACKELLAR AVE, London Ontario","{""lat"": 42.9658544, ""lng"": -81.2987181, ""boundingbox"": [""42.9656291"", ""42.9660484"", ""-81.2989568"", ""-81.2980891""]}",42.9658544,-81.2987181
TALBOT VILLAGE PUMP STN,Facilities related to the pumping of sewage,6664 PACK RD,London,N6P 1M1,196.00,Square feet,168,181.0,"77,942.58",kWh,,,,,,,,,,,,,,,,,,,,,"6,235.40640",397.66622,430.62199,,"6664 PACK RD, London Ontario","{""lat"": 42.9256433, ""lng"": -81.3147283, ""boundingbox"": [""42.9256433"", ""42.9266047"", ""-81.3147283"", ""-81.31088""]}",42.9256433,-81.3147283
T-BLOCK,"Administrative offices and related facilities, including municipal council chambers",652 ELIZABETH ST,London,N5Y 4T7,"16,320.00",Square feet,70,,"51,878.45",kWh,"34,824.35",Cubic meter,,,,,,,,,,,,,,,,,,,"69,990.13237",25.85686,,,"652 ELIZABETH ST, London Ontario","{""lat"": 42.9987718, ""lng"": -81.233576, ""boundingbox"": [""42.9968781"", ""43.0009149"", ""-81.2346405"", ""-81.2326457""]}",42.9987718,-81.233576
THAMES VALLEY-SOUTHLDN POOL,Indoor swimming pools,565 BRADLEY AVE,London,N6E 3Z8,"18,116.00",Square feet,126,,"872,683.37",kWh,"94,544.76",Cubic meter,,,,,,,,,,,,,,,,,,,"248,563.54556",103.63678,,,"565 BRADLEY AVE, London Ontario","{""lat"": 42.9341639, ""lng"": -81.2362539, ""boundingbox"": [""42.9341139"", ""42.9342139"", ""-81.2363039"", ""-81.2362039""]}",42.9341639,-81.2362539
TOURISM LONDON,"Administrative offices and related facilities, including municipal council chambers",696 WELLINGTON RD,London,N6C 4R2,"3,400.00",Square feet,70,,"45,741.33",kWh,"8,338.64",Cubic meter,,,,,,,,,,,,,,,,,,,"19,424.56433",39.51839,,,"696 WELLINGTON RD, London Ontario","{""lat"": 42.94773575, ""lng"": -81.2269444506159, ""boundingbox"": [""42.9476002"", ""42.9478323"", ""-81.2271111"", ""-81.2267434""]}",42.94773575,-81.2269444506159
TRAFALGAR PUMP STN,Facilities related to the pumping of sewage,2264 TRAFALGAR ST,London,N5V 4Z8,"1,600.00",Square feet,168,802.0,"125,532.54",kWh,,,,,,,,,,,,,,,,,,,,,"10,042.60320",78.45784,156.52436,,"2264 TRAFALGAR ST, London Ontario","{""lat"": 42.9829737, ""lng"": -81.2031709, ""boundingbox"": [""42.9819521"", ""42.9841859"", ""-81.2068133"", ""-81.1990368""]}",42.9829737,-81.2031709
VAUXHALL PCP,Facilities related to the treatment of sewage,54 PRICE ST,London,N5Z 2H9,0.00,Square feet,168,8742.0,"3,113,825.05",kWh,"29,534.67",Cubic meter,,,,,,,,,,,,,,,,,,,"304,945.04854",,392.09711,,"54 PRICE ST, London Ontario","{""lat"": 42.9756733084415, ""lng"": -81.2073481708143, ""boundingbox"": [""42.975623308441"", ""42.975723308442"", ""-81.207398170814"", ""-81.207298170814""]}",42.9756733084415,-81.2073481708143
VICTORIA PUMP STN,Facilities related to the pumping of sewage,27 VICTORIA ST,London,N6A 2B3,0.00,Square feet,168,28.0,"8,524.97",kWh,,,,,,,,,,,,,,,,,,,,,681.99760,,304.46321,,"27 VICTORIA ST, London Ontario","{""lat"": 43.0010093, ""lng"": -81.2672495, ""boundingbox"": [""43.0004336"", ""43.0016519"", ""-81.269253"", ""-81.264919""]}",43.0010093,-81.2672495
WESTFIELD VILLAGE PUMP STN,Facilities related to the pumping of sewage,3129 POMEROY LN,London,N6P 0B6,0.00,Square feet,168,33.0,"6,370.31",kWh,,,,,,,,,,,,,,,,,,,,,509.62480,,193.03970,,"3129 POMEROY LN, London Ontario","{""lat"": 42.936817, ""lng"": -81.3114316, ""boundingbox"": [""42.9367326"", ""42.9368664"", ""-81.3115174"", ""-81.311371""]}",42.936817,-81.3114316
WESTMINSTER POLLUTION PLANT,Facilities related to the pumping of sewage,3225 DINGMAN DR,London,N6E 3W9,944.00,Square feet,168,590.0,"76,103.36",kWh,,,,,,,,,,,,,,,,,,,,,"6,088.26880",80.61797,128.98875,,"3225 DINGMAN DR, London Ontario","{""lat"": 42.9134040667762, ""lng"": -81.2163056844453, ""boundingbox"": [""42.913354066776"", ""42.913454066776"", ""-81.216355684445"", ""-81.216255684445""]}",42.9134040667762,-81.2163056844453
WESTMOUNT PUMP STN,Facilities related to the pumping of water,603 WONDERLAND RD S,London,N6J 4G7,"1,335.00",Square feet,168,1214.598,"98,552.42",kWh,,,,,,,,,,,,,,,,,,,,,"7,884.19360",73.82204,81.13995,Water Pumping Station - Metered,"603 WONDERLAND RD S, London Ontario","{""lat"": 42.9538612727273, ""lng"": -81.2908736948052, ""boundingbox"": [""42.953811272727"", ""42.953911272727"", ""-81.290923694805"", ""-81.290823694805""]}",42.9538612727273,-81.2908736948052
WICKERSON PUMP STN,Facilities related to the pumping of water,2080 WICKERSON RD,London,N6K 5C4,"1,120.00",Square feet,168,217.685,"106,796.34",kWh,,,,,,,,,,,,,,,,,,,,,"8,543.70720",95.35388,490.60036,Water Pumping Station - Metered,"2080 WICKERSON RD, London Ontario","{""lat"": 42.9491795080899, ""lng"": -81.3503068588759, ""boundingbox"": [""42.94912950809"", ""42.94922950809"", ""-81.350356858876"", ""-81.350256858876""]}",42.9491795080899,-81.3503068588759
WILTON GROVE STORAGE,"Storage facilities where equipment or vehicles are maintained, repaired or stored",1554 WILTON GROVE,London,N6N 1M4,"21,900.00",Square feet,70,,"31,306.10",kWh,"4,841.51",Cubic meter,,,,,,,,,,,,,,,,,,,"11,657.97753",3.77902,,,"1554 WILTON GROVE, London Ontario","{""lat"": 42.9344818, ""lng"": -81.2082381, ""boundingbox"": [""42.9344318"", ""42.9345318"", ""-81.2082881"", ""-81.2081881""]}",42.9344818,-81.2082381
WONDERLAND PUMP STN,Facilities related to the pumping of sewage,4695 DINGMAN DR,London,N6L 1H4,0.00,Square feet,168,1430.46,"1,877,039.24",kWh,,,,,,,,,,,,,,,,,,,,,"150,163.13920",,"1,312.19275",,"4695 DINGMAN DR, London Ontario","{""lat"": 42.9092062899543, ""lng"": -81.2643052471073, ""boundingbox"": [""42.909156289954"", ""42.909256289954"", ""-81.264355247107"", ""-81.264255247107""]}",42.9092062899543,-81.2643052471073
WONDERLAND RD S PUMP STN WSTM,Facilities related to the pumping of water,603 WONDERLAND RD S,London,N6H 3E5,"1,224.00",Square feet,168,9623.97,"366,771.53",kWh,,,,,,,,,,,,,,,,,,,,,"29,341.72240",299.64994,38.11021,Duplicate from Line 116 above,"603 WONDERLAND RD S, London Ontario","{""lat"": 42.9538612727273, ""lng"": -81.2908736948052, ""boundingbox"": [""42.953811272727"", ""42.953911272727"", ""-81.290923694805"", ""-81.290823694805""]}",42.9538612727273,-81.2908736948052
